model,metric,estimate,ci_lower,ci_upper,bootstrap_samples,bootstrap_unit
ridge_holdout,rmse,2.981888518277564,2.0618821069253084,3.83310784625544,500,session
ridge_holdout,mae,2.4009306977807867,1.8069021915812928,3.014868933316983,500,session
ridge_holdout,r2,0.5134532539242282,0.009305953804056539,0.7498833920582428,500,session
