pitcher,pitch_type,pitches,avg_velocity,avg_release_extension,avg_pfx_x,avg_pfx_z,swings,whiffs,out_of_zone_pitches,chases,batted_balls,hard_hits,avg_run_value,whiff_rate,chase_rate,hard_hit_rate
684007,FF,46,91.35652173913043,6.21304347826087,1.0517391304347827,1.5299999999999998,24,2,19,4,20,3,0.011,0.08333333333333333,0.21052631578947367,0.15
608331,FC,46,93.7304347826087,6.4913043478260875,-0.15934782608695652,0.9291304347826087,24,4,25,9,19,7,-0.0023913043478260843,0.16666666666666666,0.36,0.3684210526315789
668716,SI,46,94.94347826086955,6.7043478260869565,-1.2732608695652174,0.1858695652173913,18,1,23,4,15,4,-0.09069565217391304,0.05555555555555555,0.17391304347826086,0.26666666666666666
669194,FF,45,95.75999999999999,6.864444444444444,-0.20377777777777778,1.7333333333333334,24,6,17,5,17,1,0.039577777777777774,0.25,0.29411764705882354,0.058823529411764705
666200,FF,45,96.41555555555556,5.911111111111111,1.0057777777777777,1.1975555555555555,24,4,20,7,20,6,0.006866666666666667,0.16666666666666666,0.35,0.3
663623,FF,45,91.17777777777778,7.108888888888888,-0.8288888888888888,1.241111111111111,19,1,22,5,17,5,-0.01824444444444444,0.05263157894736842,0.22727272727272727,0.29411764705882354
682990,SI,45,93.09777777777776,6.497777777777777,-1.4006666666666667,0.6091111111111112,17,1,19,3,15,4,-0.023088888888888888,0.058823529411764705,0.15789473684210525,0.26666666666666666
656557,SI,44,93.9,6.3090909090909095,-1.4497727272727272,-0.021136363636363634,20,5,18,7,15,4,0.06402272727272727,0.25,0.3888888888888889,0.26666666666666666
669358,FF,44,96.56818181818181,6.543181818181818,-0.860909090909091,1.4968181818181818,16,2,17,3,13,5,0.05722727272727273,0.125,0.17647058823529413,0.38461538461538464
594798,FF,44,97.1659090909091,6.875,-0.7568181818181817,1.3838636363636363,29,8,12,2,18,6,0.018159090909090906,0.27586206896551724,0.16666666666666666,0.3333333333333333
656731,FF,44,95.7590909090909,7.145454545454545,-0.6647727272727273,1.3481818181818181,19,5,16,3,13,2,0.017522727272727273,0.2631578947368421,0.1875,0.15384615384615385
450203,FF,44,93.97727272727273,6.113636363636363,-0.9563636363636363,1.0827272727272728,18,5,25,5,11,4,-0.01647727272727273,0.2777777777777778,0.2,0.36363636363636365
682052,FF,44,89.89318181818182,6.986363636363635,1.1611363636363636,0.9343181818181818,22,2,26,8,19,1,-0.018931818181818185,0.09090909090909091,0.3076923076923077,0.05263157894736842
592662,FF,43,93.40697674418605,6.093023255813954,0.7504651162790699,1.5383720930232558,28,9,13,6,19,3,0.03183720930232558,0.32142857142857145,0.46153846153846156,0.15789473684210525
471911,SL,43,83.95348837209302,6.746511627906977,0.24604651162790697,0.2627906976744186,20,9,25,9,10,5,0.015767441860465116,0.45,0.36,0.5
641154,CH,43,86.43953488372094,6.9837209302325585,-1.379767441860465,0.27837209302325583,22,5,26,8,17,6,0.005186046511627904,0.22727272727272727,0.3076923076923077,0.35294117647058826
450203,CU,43,81.16279069767442,6.020930232558139,1.21,-0.7709302325581395,18,4,21,4,13,2,0.0035581395348837216,0.2222222222222222,0.19047619047619047,0.15384615384615385
607074,FF,43,95.17441860465117,6.03953488372093,0.8646511627906976,1.4841860465116279,17,3,17,3,13,3,0.0010697674418604637,0.17647058823529413,0.17647058823529413,0.23076923076923078
